"CATEGORY_CODE","ITEM_ID","ITEM_PRICE","ITEM_UPC","REPL_QTY","_FREQUENCY"
"20100","20928","1.83","19692229927","18","1"
"20160","20929","10.68","14070959293","12","2"
"20100","20930","1.98","17165168748","12","2"
"20100","20931","1.66","18676060235","18","1"
"20100","20932","1.79","17773573433","1","1"
"20100","20933","2.14","15863289576","12","1"
"20100","20934","2.05","13510769821","18","1"
"20100","20935","1.98","16412165309","24","1"
"20100","20936","1.94","12245128273","18","1"
"20100","20937","1.89","19697387005","24","1"
"20100","20938","1.63","14043382968","1","1"
"20100","20939","1.86","15064317367","1","1"
"20100","20940","2.13","10220232863","24","3"
"20180","20941","3.75","19110878373","24","1"
"20600","20942","5.02","10329616954","18","1"
"20160","20943","11.45","18347953150","18","1"
"20100","20944","1.87","13516379880","1","1"
"20100","20945","2.02","10467584031","12","1"
"20640","20946","4.89","19198872576","12","1"
"20100","20947","1.82","13561234072","12","3"
"20100","20948","1.95","16682455142","1","2"
"20100","20949","1.75","16586827129","18","1"
"20100","20950","2.33","12115198882","24","2"
"20100","20951","2.2","10596489931","18","1"
"20100","20952","1.78","18530757841","24","1"
"20100","20953","1.99","19088378064","18","1"
"20100","20954","2.21","10480705231","24","1"
"20100","20955","2.03","13598103665","1","1"
"20100","20956","2.18","16937260511","18","3"
"20100","20957","2.09","12773845795","24","2"
"20100","20958","2.01","10374617995","24","1"
"20160","20959","10.12","15847078471","24","1"
"20100","20960","1.98","12865591799","18","2"
"20160","20961","11.57","19712313161","12","4"
"20100","20962","1.97","17899160301","1","3"
"20100","20963","2.17","15822948720","1","2"
"20100","20964","2.27","13146608884","1","2"
"20100","20965","2.16","18247851624","24","3"
"20670","20966","10.66","12018409451","12","2"
"20100","20967","2.24","15648751299","24","4"
"20160","20968","10.69","13116225031","12","2"
"20100","20969","1.85","12074410698","18","2"
"20600","20970","5.05","15296885495","24","1"
"20530","20971","17.19","11603805388","1","3"
"20100","20972","1.92","15378166462","18","3"
"20670","20973","10.08","19853235401","1","3"
"20100","20974","1.93","15883504193","18","1"
"20100","20975","2.31","12126014774","12","3"
"20100","20976","2.05","13870458309","24","2"
"20640","20977","4.81","15397868761","12","3"
"20100","20978","2.19","14911780485","12","4"
"20100","20979","1.57","17986557380","1","1"
"20100","20980","2.08","14194840161","1","1"
"20530","20981","25.15","16974869487","12","1"
"20100","20982","1.85","15930568721","1","1"
"20240","20983","15.29","14032237903","24","2"
"20200","20984","18.1","10799790617","24","1"
"20600","20985","5.82","15576584748","18","1"
"20100","20986","2.21","18488439391","18","3"
"20180","20987","4.61","12796800442","1","2"
"20100","20988","2.16","16696232825","12","1"
"20100","20989","1.63","12437722790","24","3"
"20100","20990","1.79","11119805789","12","4"
"20100","20991","1.88","18983731028","18","1"
"20100","20992","2.21","14349744933","1","1"
"20100","20993","1.85","13315507923","24","3"
"20620","20994","16.55","12640267873","24","1"
"20380","20995","7.48","13515747207","1","1"
"20100","20996","2.04","13074327773","12","2"
"20150","20997","6.03","13639540492","1","1"
"20100","20998","2.18","18469297006","18","1"
"20640","20999","5.16","19191778619","12","4"
"20100","21000","2.13","12972477171","1","2"
"20100","21001","2.13","14083194145","12","4"
"20100","21002","2.49","19774520372","1","1"
"20100","21003","1.77","15722916217","1","1"
"20100","21004","2.11","15644081055","1","1"
"20100","21005","2.23","18524440632","12","2"
"20160","21006","14.64","12720432524","24","2"
"20620","21007","16.21","11621571485","18","2"
"20100","21008","2.15","11756735858","18","1"
"20100","21009","1.84","11349428686","24","3"
"20100","21010","1.64","11902682299","12","1"
"20100","21011","2.39","19569745839","24","1"
"20370","21012","134.95","12618569855","24","1"
"20160","21013","11.92","18721814803","24","3"
"20100","21014","1.93","14679778589","24","1"
"20100","21015","1.88","16866589719","12","1"
"20100","21016","1.79","14437882844","18","3"
"20100","21017","1.7","10667991948","1","2"
"20190","21018","4.42","14180898623","1","1"
"20100","21019","2.2","19520911327","24","1"
"20100","21020","2.01","14828685281","24","1"
"20160","21021","11.92","14152778726","1","2"
"20100","21022","2.21","17699071969","1","2"
"20730","21023","5.1","15302625645","1","4"
"20600","21024","3.83","14354096938","1","1"
"20240","21025","16.27","12078106758","24","3"
"20100","21026","1.57","16526148834","18","2"
"20640","21027","4.86","16758822911","12","1"
"20100","21028","1.75","16670663496","12","1"
"20180","21029","4.11","11425421092","12","1"
"20640","21030","5.43","16408353664","12","4"
"20460","21031","8.55","16995454803","12","1"
"20100","21032","1.82","14497804420","1","2"
"20160","21033","13.82","17708809281","12","1"
"20160","21034","9.99","18880411886","18","4"
"20100","21035","1.93","12511123663","12","1"
"20220","21036","31.22","16382878641","12","1"
"20100","21037","2.04","12321816231","18","3"
"20100","21038","1.74","13458775331","1","3"
"20100","21039","2.11","14281827920","24","1"
"20100","21040","1.92","11789523983","18","1"
"20100","21041","1.89","12805075580","1","4"
"20180","21042","4.58","17946865654","18","1"
"20100","21043","2.15","18992467741","12","1"
"20100","21044","2.11","14308852391","18","1"
"20100","21045","1.84","16146102096","1","1"
"20380","21046","6.88","12969620600","1","1"
"20100","21047","1.95","18914010506","18","3"
"20100","21048","2.18","10204232718","24","2"
"20100","21049","2.31","13952369103","18","1"
"20100","21050","2.01","17293505434","1","2"
"20100","21051","2.01","16349712451","24","1"
"20190","21052","4.41","13209654128","24","4"
"20180","21053","4.11","12056780702","24","1"
"20140","21054","8.99","13162386567","18","1"
"20150","21055","5.68","17335676584","18","1"
"20100","21056","2.13","13481452634","18","2"
"20100","21057","2.14","15422091139","18","3"
"20100","21058","2.43","15104649291","24","2"
"20100","21059","1.74","11809161029","18","2"
"20100","21060","1.7","18869036267","18","3"
"20100","21061","2","16510920269","24","2"
"20600","21062","4.04","18400356226","24","2"
"20100","21063","1.87","17015985955","18","1"
"20100","21064","2.09","19339020560","1","2"
"20670","21065","12.77","11469195631","18","2"
"20260","21066","62.76","19178394968","1","3"
"20100","21067","1.71","17464313185","24","4"
"20100","21068","1.92","16331841251","18","1"
"20140","21069","10.78","10270080058","12","1"
"20100","21070","1.74","13580380385","18","1"
"20100","21071","1.97","13175302487","1","3"
"20670","21072","9.95","18977419562","12","3"
"20100","21073","2.2","16298310782","12","2"
"20640","21074","5.54","17942213618","12","4"
"20100","21075","2.01","10958974067","18","1"
"20100","21076","2.17","17839122833","18","1"
"20100","21077","2.06","16671072720","24","2"
"20100","21078","1.91","11425499452","18","1"
"20150","21079","6.8","17293552849","18","2"
"20460","21080","7.05","18671774282","18","2"
"20100","21081","1.9","18638750396","12","1"
"20620","21082","15.61","18445608560","18","3"
"20640","21083","5","13680182817","1","1"
"20100","21084","1.78","11501674908","18","1"
"20100","21085","2.29","11187694427","12","1"
"20310","21086","109.45","12572717943","24","1"
"20100","21087","1.79","18714062541","18","2"
"20180","21088","4.12","19563305379","1","3"
"20100","21089","2.18","16145562489","12","3"
"20100","21090","1.87","14890370077","12","1"
"20100","21091","2.12","11427743912","18","1"
"20100","21092","2.04","19186010451","12","2"
"20100","21093","1.88","19873872597","18","3"
"20100","21094","2.08","18026377585","12","3"
"20100","21095","2.04","13559552935","1","1"
"20800","21096","5.37","16976037865","12","1"
"20380","21097","6.74","16518106812","18","1"
"20100","21098","1.86","11807452039","12","3"
"20260","21099","66.02","15484080334","24","1"
"20100","21100","1.88","19055102483","12","4"
"20100","21101","1.89","15976503880","1","4"
"20100","21102","1.66","17873768566","1","3"
"20100","21103","1.85","11900488365","18","1"
"20100","21104","2.17","17715439370","18","1"
"20160","21105","11.6","12115173125","18","3"
"20100","21106","2.38","15953001895","24","4"
"20100","21107","1.52","12768445207","24","1"
"20100","21108","1.96","13387183497","12","1"
"20100","21109","2.1","14879157997","18","2"
"20100","21110","1.74","15493257618","1","3"
"20100","21111","2.1","14909405174","18","1"
"20100","21112","1.71","19861777186","1","2"
"20180","21113","2.79","12252253257","1","1"
"20100","21114","1.87","16543266023","12","4"
"20100","21115","1.62","19974806582","1","1"
"20100","21116","1.78","16948395056","12","3"
"20150","21117","7.3","13101356796","12","1"
"20100","21118","1.85","12481819779","24","1"
"20490","21119","44.43","19060260580","12","1"
"20150","21120","6.4","11101069491","18","2"
"20100","21121","1.81","11620441627","12","2"
"20730","21122","6.21","15248615090","24","2"
"20100","21123","2.04","17883505065","1","3"
"20100","21124","1.94","15931219915","18","3"
"20100","21125","1.87","11573868199","24","1"
"20100","21126","2.01","15982534525","12","1"
"20100","21127","2.24","11515031429","24","4"
"20100","21128","2.26","19117707990","18","1"
"20100","21129","1.71","12738582859","24","2"
"20100","21130","2.04","13825069811","24","3"
"20800","21131","7.81","11797710355","24","1"
"20620","21132","14.84","16092222536","1","1"
"20100","21133","2.2","19990544631","24","1"
"20100","21134","2.1","19570457320","24","1"
"20140","21135","10.36","12873207324","1","2"
"20100","21136","1.72","19081836437","18","2"
"20730","21137","4.93","17595914039","24","1"
"20640","21138","4.57","18101259328","24","1"
"20100","21139","1.66","10218970768","1","1"
"20160","21140","11","11509302329","24","1"
"20100","21141","1.88","15114495445","12","2"
"20100","21142","1.93","14304773782","18","2"
"20100","21143","1.88","12063335892","18","1"
"20100","21144","1.84","14631836370","12","1"
"20640","21145","4.94","13600322100","18","1"
"20100","21146","2.07","17054724728","12","1"
"20160","21147","11.11","11128248100","12","1"
"20100","21148","1.9","16079507550","24","1"
"20180","21149","4.49","11630652371","18","2"
"20800","21150","8.54","16681488769","24","1"
"20100","21151","1.97","19217741974","1","4"
"20100","21152","2.14","11456880060","18","4"
"20100","21153","2.24","11205679903","1","2"
"20150","21154","6.02","17430983162","24","3"
"20100","21155","1.92","10914525300","1","4"
"20100","21156","1.78","15183419500","24","3"
"20800","21157","8.37","17243150368","24","1"
"20460","21158","6.73","19454000431","1","1"
"20100","21159","1.91","18142292690","18","2"
"20100","21160","1.86","14554664511","12","1"
"20100","21161","2.26","12466964787","12","1"
"20100","21162","2.05","18543618853","18","3"
"20100","21163","2.08","17202117160","1","3"
"20100","21164","2.06","16484401480","24","1"
"20140","21165","10.44","10419741758","1","4"
"20160","21166","10.79","14912208806","1","2"
"20100","21167","2.02","13782753372","1","3"
"20600","21168","6.17","15492599445","12","3"
"20100","21169","1.49","14677160491","18","2"
"20100","21170","1.82","11597717515","24","4"
"20100","21171","2.05","15658951437","12","1"
"20100","21172","1.84","10809501509","1","1"
"20100","21173","1.91","18042960933","1","3"
"20100","21174","2.01","19718060129","18","1"
"20100","21175","1.85","15829431801","1","4"
"20460","21176","6.94","19227940377","1","1"
"20200","21177","16.98","19190043096","12","2"
"20160","21178","10.12","11827020886","12","3"
"20640","21179","4.81","12194399887","1","1"
"20100","21180","2.21","15209310456","12","1"
"20100","21181","2.02","14584890694","12","2"
"20100","21182","1.8","12916968929","12","1"
"20100","21183","1.89","12493549971","18","1"
"20100","21184","1.77","13146977375","12","1"
"20100","21185","1.92","18983044041","1","2"
"20600","21186","4.98","14431417951","24","1"
"20100","21187","1.85","18435285393","1","1"
"20150","21188","5.83","18678898568","18","1"
"20100","21189","2.11","11749826915","24","4"
"20220","21190","28.26","12590776035","18","3"
"20100","21191","2.08","19106179027","1","1"
"20100","21192","2.08","16375664776","1","2"
"20190","21193","3.71","17887707030","24","1"
"20100","21194","2.14","14895821256","18","2"
"20100","21195","2.13","14239595451","24","3"
"20100","21196","2.08","10612278696","1","1"
"20270","21197","15.62","11779153628","12","1"
"20380","21198","6.3","12052525886","24","2"
"20100","21199","1.51","16528392720","24","1"
"20100","21200","1.83","19624126675","24","2"
"20160","21201","12.37","17177859408","24","3"
"20100","21202","1.98","13600441887","18","2"
"20100","21203","2.11","11945078682","18","4"
"20100","21204","1.75","16768439265","1","1"
"20160","21205","11.58","10969472115","12","1"
"20160","21206","12.32","19894511778","24","2"
"20100","21207","1.77","14318841218","1","2"
"20100","21208","2.01","16127679848","24","1"
"20100","21209","1.94","10338938178","24","4"
"20100","21210","2.11","15444396849","24","2"
"20100","21211","2.17","12751698116","1","4"
"20100","21212","1.99","11899205017","1","2"
"20100","21213","2.01","12715007830","24","1"
"20100","21214","2.07","11276477823","24","2"
"20220","21215","29.9","11705136035","12","2"
"20100","21216","1.82","16767057391","1","4"
"20160","21217","13.34","17496666677","18","1"
"20260","21218","59.42","11749992381","18","1"
"20190","21219","3.8","17706309340","12","1"
"20160","21220","13.78","18941958786","1","2"
"20100","21221","2.02","16205761494","1","2"
"20620","21222","16.23","14591489831","18","1"
"20100","21223","2","16323099207","1","2"
"20100","21224","1.82","11186651784","1","2"
"20100","21225","1.84","16200634738","1","1"
"20100","21226","1.85","12722747547","12","2"
"20100","21227","2.05","19640279528","12","4"
"20100","21228","2.07","15319006306","24","3"
"20100","21229","2.16","10073013134","24","2"
"20100","21230","2.15","16390407602","24","1"
"20100","21231","2.21","16775332285","12","1"
"20800","21232","6.92","17281159917","1","3"
"20600","21233","5.53","13177075465","12","4"
"20150","21234","5.35","19354239373","1","1"
"20100","21235","1.92","17162287239","1","2"
"20100","21236","1.93","19611252714","1","1"
"20100","21237","2.1","18371020362","24","3"
"20100","21238","2.37","12599752616","18","1"
"20100","21239","1.9","17290741942","18","1"
"20640","21240","5.33","11176985175","24","1"
"20100","21241","1.79","16484074421","24","1"
"20160","21242","13.46","15645624827","18","1"
"20100","21243","2.19","15299230862","24","1"
"20160","21244","11.85","18771274019","12","4"
"20100","21245","1.71","19960760912","12","2"
"20100","21246","1.72","16154290480","24","1"
"20100","21247","2.06","16743740915","18","1"
"20100","21248","2.31","10050342841","1","2"
"20160","21249","13.71","17853721505","1","3"
"20100","21250","2.09","16200195459","18","1"
"20150","21251","6.26","15831388707","24","2"
"20100","21252","1.87","16182413350","1","4"
"20100","21253","2.39","18729622091","18","1"
"20730","21254","4.67","14035204541","12","1"
"20100","21255","1.97","12465044878","12","1"
"20100","21256","1.86","17933573691","12","2"
"20100","21257","2.08","10171163835","1","1"
"20100","21258","2.01","18045250900","24","1"
"20100","21259","1.6","19614017483","1","4"
"20100","21260","2.39","12900414156","12","4"
"20640","21261","3.9","19257820301","18","2"
"20100","21262","2.16","15228216234","1","2"
"20100","21263","2.5","10429944370","24","4"
"20190","21264","4.45","19469659938","18","1"
"20100","21265","2.31","11962723117","24","2"
"20800","21266","6.49","18926950403","1","1"
"20100","21267","1.86","18634808252","24","1"
"20600","21268","5.02","19326392273","12","2"
"20100","21269","1.58","11990466504","24","1"
"20160","21270","12.37","17345348250","12","4"
"20600","21271","5.05","13431367342","24","2"
"20100","21272","2.33","18500062432","18","1"
"20180","21273","4.14","12075445279","18","1"
"20800","21274","8.33","19848869923","1","1"
"20190","21275","3.91","13665621164","18","4"
"20160","21276","11.54","18374642847","24","1"
"20800","21277","9.24","13891877243","18","4"
"20100","21278","1.7","11829390412","1","1"
"20640","21279","5.06","12053433327","1","1"
"20100","21280","2","17944845369","1","1"
"20100","21281","2.19","18260031204","1","2"
"20160","21282","12.5","11333519353","18","4"
"20100","21283","1.78","18780632168","12","2"
"20600","21284","5.54","18148226012","12","4"
"20100","21285","1.78","16522809778","24","1"
"20160","21286","10.48","15655930637","1","2"
"20100","21287","1.94","16595815426","1","1"
"20100","21288","2.08","10095421601","24","2"
"20100","21289","2.11","19443684039","1","2"
"20640","21290","5.14","17414778826","24","1"
"20100","21291","1.85","15155434158","1","1"
"20100","21292","2.3","19050406373","12","2"
"20100","21293","1.73","19045036593","12","1"
"20600","21294","4.45","17228302918","1","1"
"20600","21295","5.2","10103695827","1","1"
"20100","21296","1.85","17253308859","18","2"
"20160","21297","12.57","13169369838","1","1"
"20640","21298","4.65","18958297717","24","1"
"20100","21299","1.82","18810710509","12","3"
"20100","21300","2.03","12849276777","12","1"
"20100","21301","2.19","14005774587","18","1"
"20100","21302","2.11","15507812466","24","2"
"20640","21303","5.45","17342470999","24","4"
"20160","21304","10.33","15875460779","18","4"
"20100","21305","2.49","16668476861","1","1"
"20100","21306","2.13","19299877963","12","1"
"20100","21307","1.93","10880028083","12","4"
"20100","21308","2.14","16649188020","1","1"
"20100","21309","2.04","19989067749","1","1"
"20100","21310","2.22","11919519428","12","3"
"20100","21311","1.73","15027800177","18","1"
"20100","21312","2.13","17368639728","12","1"
"20100","21313","1.83","16840373281","1","1"
"20100","21314","1.86","17434482308","12","2"
"20100","21315","2.08","16684100547","12","4"
"20100","21316","1.77","13901639255","12","2"
"20100","21317","2.27","10775441733","1","2"
"20640","21318","5.05","11499882639","1","1"
"20730","21319","4.97","12039347067","12","2"
"20100","21320","1.99","16910470451","12","3"
"20100","21321","2.15","11045185813","24","4"
"20100","21322","2.1","15333316014","24","1"
"20220","21323","31.21","10275691987","24","2"
"20100","21324","1.83","16753893876","24","1"
"20100","21325","1.89","10606356057","24","2"
"20160","21326","13.58","11691272084","12","1"
"20100","21327","2.06","19042560216","12","2"
"20100","21328","2.14","10381462756","1","1"
"20100","21329","2","17052390258","24","2"
"20620","21330","14.89","19321228228","12","4"
"20100","21331","2.23","17025482851","24","2"
"20190","21332","4.11","19285790010","24","1"
"20100","21333","1.88","19176637547","1","3"
"20100","21334","1.74","12141541491","24","1"
"20100","21335","2.11","15023531493","1","1"
"20420","21336","9.46","14059037342","24","1"
"20100","21337","2.21","19181627835","18","1"
"20240","21338","15.57","10389278775","12","1"
"20100","21339","1.96","10687276283","24","4"
"20800","21340","7.22","11516409564","12","3"
"20100","21341","2.42","16954666222","24","2"
"20100","21342","2.05","16969443347","1","1"
"20100","21343","2.34","14070125377","24","2"
"20100","21344","2.02","11471085491","1","1"
"20100","21345","1.99","17990877652","12","1"
"20100","21346","2.14","12471331271","18","1"
"20100","21347","2.48","10729632375","24","2"
"20100","21348","2.17","18156108573","18","3"
"20100","21349","2.26","11077678440","18","1"
"20100","21350","1.62","10911607904","24","1"
"20150","21351","4.95","15960482195","1","1"
"20100","21352","1.89","12072905715","24","1"
"20100","21353","1.62","17795801894","18","1"
"20100","21354","2.19","13538620042","1","2"
"20600","21355","5.03","15862222034","18","1"
"20600","21356","4.67","13700866735","24","1"
"20440","21357","11.04","18047739104","1","4"
"20640","21358","6.23","17329465955","24","1"
"20100","21359","2.01","19398160295","18","2"
"20100","21360","1.97","12376854933","18","1"
"20100","21361","2.01","12451382338","18","3"
"20800","21362","9.19","14609005776","1","1"
"20100","21363","2.09","14853479913","1","1"
"20100","21364","1.6","16982777143","24","2"
"20670","21365","9.49","12176889592","18","2"
"20180","21366","4.09","12248658220","18","1"
"20100","21367","2.24","13738681952","24","2"
"20100","21368","1.85","10327520466","12","1"
"20100","21369","2.11","12146767141","24","4"
"20100","21370","1.81","10872435329","24","1"
"20100","21371","2.04","19780514659","12","4"
"20530","21372","22.11","15565206372","24","1"
"20600","21373","4.78","14246182353","24","1"
"20100","21374","1.94","16247677037","18","1"
"20100","21375","1.91","14592994231","12","1"
"20100","21376","2.43","11227709878","1","3"
"20160","21377","11.39","12723525501","1","1"
"20180","21378","4.12","16370208757","18","1"
"20100","21379","2.29","17108200364","18","1"
"20460","21380","8.1","13628486545","18","1"
"20100","21381","1.97","17743090738","24","3"
"20100","21382","2.07","18256365836","12","1"
"20100","21383","2.15","16151128014","24","1"
"20100","21384","2.1","19634725658","18","1"
"20100","21385","2.04","14890473793","24","2"
"20100","21386","1.9","12332649227","12","2"
"20100","21387","1.93","11803656930","24","1"
"20100","21388","2.17","17679629265","1","4"
"20100","21389","2.13","10129854677","18","3"
"20100","21390","1.97","11773767868","24","1"
"20100","21391","2.03","12583105796","18","3"
"20620","21392","16.78","12071440904","24","1"
"20160","21393","11.43","14840977717","24","2"
"20100","21394","2.39","17211507556","24","1"
"20100","21395","1.76","10794050953","1","2"
"20100","21396","1.85","19624807696","18","1"
"20100","21397","2.13","11691092183","18","1"
"20800","21398","7.24","16750712610","1","2"
"20620","21399","16.32","16628246594","1","1"
"20100","21400","2.41","19830239959","18","1"
"20160","21401","12.43","11860657506","24","1"
"20100","21402","2.04","11434174465","24","2"
"20100","21403","1.76","16120349814","12","4"
"20800","21404","8.49","15625613801","18","4"
"20180","21405","4.15","10768332607","18","1"
"20100","21406","1.92","14430043270","18","1"
"20100","21407","1.83","11138084217","18","1"
"20100","21408","1.8","12165751631","24","4"
"20100","21409","1.93","15187147839","1","2"
"20100","21410","2.27","17091775126","1","4"
"20640","21411","5.03","16020504398","12","2"
"20100","21412","2.08","10395004578","24","2"
"20160","21413","8.77","10670781595","24","4"
"20100","21414","2","17948563400","12","1"
"20100","21415","2.15","19616780951","24","1"
"20620","21416","15.16","13522427366","24","1"
"20640","21417","4.76","11306702374","18","1"
"20100","21418","1.91","19992225710","12","1"
"20100","21419","2.12","15266900194","18","1"
"20100","21420","2.11","14129166644","12","1"
"20100","21421","2.09","12987196781","1","1"
"20100","21422","1.79","11667608805","18","4"
"20100","21423","1.87","15338425793","12","1"
"20100","21424","2.17","18590366993","18","2"
"20380","21425","7.25","19268689163","24","1"
"20100","21426","2.28","11058898841","18","1"
"20180","21427","3.94","18106457126","12","2"
"20100","21428","2.12","13383608665","1","2"
"20100","21429","1.78","12566738549","12","3"
"20100","21430","1.91","18324205301","12","2"
"20370","21431","140.26","10981395873","18","3"
"20100","21432","1.78","12710913678","24","3"
"20140","21433","10.79","16045955643","12","1"
"20160","21434","12.89","18452826909","18","1"
"20140","21435","12.09","15639808576","12","1"
"20100","21436","2.02","17231251135","1","1"
"20100","21437","1.69","10340567728","18","2"
"20600","21438","5.29","14320193957","12","3"
"20100","21439","2.13","10384350713","1","2"
"20100","21440","2.01","12653518488","12","2"
"20160","21441","11.83","12923844755","12","1"
"20140","21442","11","18758856947","1","1"
"20100","21443","2.38","12268322203","18","1"
"20100","21444","1.98","13643579347","24","3"
"20100","21445","2.24","15712799796","24","2"
"20100","21446","1.93","16760418550","12","1"
"20100","21447","2.11","14351755258","18","4"
"20100","21448","1.72","18774654344","1","2"
"20190","21449","3.61","11712995249","12","4"
"20600","21450","4.63","16761761409","1","2"
"20100","21451","1.95","19800772706","24","3"
"20160","21452","10.87","14083318462","1","4"
"20100","21453","2.08","14561928454","18","1"
"20360","21454","122.23","12488487614","18","1"
"20220","21455","34.32","19115942896","18","3"
"20100","21456","2.04","10518876922","12","1"
"20100","21457","2","16648007094","18","1"
"20140","21458","12.18","10405230016","24","2"
"20100","21459","1.9","11812653789","12","1"
"20100","21460","1.89","15043593931","12","4"
"20100","21461","2.24","11466102184","12","2"
"20100","21462","1.79","16080249097","18","1"
"20100","21463","1.9","10879277244","1","3"
"20180","21464","4.5","19022705092","18","4"
"20180","21465","3.6","11158091416","18","1"
"20100","21466","1.89","17184319968","12","3"
"20100","21467","2.19","19761003610","24","1"
"20100","21468","1.64","12840812293","24","1"
"20100","21469","1.78","12279323553","18","3"
"20160","21470","10.3","14035342318","1","1"
"20100","21471","1.99","13162679879","18","1"
"20150","21472","5.9","11819384182","24","1"
"20100","21473","1.81","11381300601","12","1"
"20100","21474","1.71","17580713255","12","2"
"20100","21475","2.15","18933133303","12","1"
"20600","21476","5.68","14617604801","12","2"
"20100","21477","2.21","15455701673","12","1"
"20100","21478","2.11","19932052693","1","1"
"20100","21479","1.88","10601396943","12","1"
"20100","21480","2.12","12075543437","24","2"
"20100","21481","2.03","17404491143","1","4"
"20420","21482","9.67","11891811730","12","1"
"20100","21483","1.94","14496149576","1","2"
"20100","21484","1.82","18406135447","12","1"
"20100","21485","1.83","10400841603","24","1"
"20640","21486","5.26","15452569437","1","2"
"20100","21487","2.24","10637444819","12","3"
"20100","21488","2.26","13946149444","24","4"
"20100","21489","1.96","10539286603","18","2"
"20320","21490","145.17","19764007557","1","3"
"20640","21491","4.73","18284942480","24","1"
"20100","21492","2.18","18947724204","18","2"
"20100","21493","2.02","15352315585","24","2"
"20100","21494","1.83","18626791210","18","2"
"20100","21495","1.92","13436693337","24","1"
"20100","21496","2.02","17057492986","12","3"
"20220","21497","28.38","11129411534","1","1"
"20100","21498","1.96","10442656130","12","1"
"20100","21499","1.89","14654850149","18","1"
"20260","21500","58.86","18438430134","18","1"
"20100","21501","1.75","10559929435","12","3"
"20100","21502","1.94","11726890054","18","1"
"20220","21503","29.63","13264483122","12","1"
"20100","21504","2.13","17488986112","1","2"
"20100","21505","1.83","14025404398","24","1"
"20100","21506","1.96","13487092576","24","3"
"20100","21507","1.8","18725144355","1","1"
"20190","21508","3.52","10147612666","18","1"
"20100","21509","1.83","15857588951","12","2"
"20640","21510","5.01","16045414913","24","2"
"20100","21511","2.18","14516704941","18","1"
"20100","21512","2.31","15705130260","1","1"
"20100","21513","2.19","13815209287","18","1"
"20100","21514","2.16","14727255023","24","3"
"20100","21515","1.76","15524553277","18","2"
"20160","21516","13.36","15085257566","18","1"
"20100","21517","1.88","17205366233","12","3"
"20100","21518","2","12234011079","12","1"
"20100","21519","2.15","10376103139","1","2"
"20100","21520","1.87","15880250817","24","1"
"20100","21521","1.77","14982530736","18","3"
"20160","21522","12.76","16491729494","18","2"
"20100","21523","2.02","18402444020","12","1"
"20100","21524","2.07","14654220385","1","2"
"20100","21525","1.75","11658090555","24","3"
"20100","21526","2.16","16028538984","18","1"
"20100","21527","2.07","18992097563","24","3"
"20100","21528","1.98","12794875702","12","3"
"20620","21529","16.21","16553407290","12","4"
"20150","21530","5.27","11369793999","1","1"
"20100","21531","1.67","15835256621","1","1"
"20180","21532","4.27","13466856456","18","4"
"20100","21533","1.79","17576874919","12","4"
"20100","21534","1.95","16998343201","12","2"
"20100","21535","1.92","12114388911","12","1"
"20460","21536","7.91","15547044443","12","1"
"20100","21537","1.45","12440744050","18","3"
"20380","21538","6.62","16206124847","1","3"
"20100","21539","1.89","15738119088","12","1"
"20100","21540","2.16","17973504234","18","1"
"20140","21541","8.79","18401227684","24","3"
"20150","21542","6.1","13711633817","1","1"
"20100","21543","1.91","14471029370","1","2"
"20160","21544","10.9","16880857985","24","1"
"20100","21545","2.04","15524663451","1","4"
"20800","21546","9.18","10766205013","18","1"
"20100","21547","1.82","10629344939","24","3"
"20100","21548","2.19","19156071305","12","1"
"20100","21549","2.06","16457564209","1","1"
"20100","21550","1.62","10294315427","1","1"
"20100","21551","1.74","11661356242","1","2"
"20640","21552","5.37","10505480706","24","1"
"20100","21553","1.78","17302853215","18","3"
"20100","21554","2.18","17867217113","24","1"
"20380","21555","7.23","14924359308","24","3"
"20600","21556","4.67","15132781352","18","1"
"20100","21557","1.63","11739625314","1","1"
"20220","21558","31.71","19140724310","12","3"
"20100","21559","2.02","14721738581","24","1"
"20100","21560","2.14","11765801764","1","2"
"20100","21561","2.02","14428040976","18","2"
"20100","21562","1.85","15103836432","12","3"
"20100","21563","1.72","17889365353","24","4"
"20160","21564","12.45","14410249753","12","1"
"20100","21565","1.96","18591286259","1","2"
"20100","21566","1.78","14176126897","24","2"
"20100","21567","1.97","18604368239","24","1"
"20100","21568","2.1","12236845784","12","1"
"20640","21569","5.14","13549184318","12","1"
"20320","21570","137.12","17081095255","18","1"
"20600","21571","4.42","16553499847","24","1"
"20100","21572","2.08","19539104329","1","1"
"20100","21573","1.75","17764587907","18","2"
"20100","21574","2","11803686863","18","1"
"20100","21575","2.31","10276916520","18","3"
"20100","21576","2.07","14921733686","24","2"
"20190","21577","4.25","11602633066","18","1"
"20100","21578","2.03","16550738980","12","1"
"20160","21579","11.19","18128234840","24","1"
"20100","21580","1.83","12544092578","18","1"
"20100","21581","2.02","15922241544","12","2"
"20100","21582","1.87","17845401338","18","1"
"20100","21583","2.16","12887911461","18","3"
"20100","21584","2.24","14052791962","1","1"
"20100","21585","2.36","12840760862","12","2"
"20100","21586","2.08","16140441773","18","2"
"20140","21587","10.4","15030805200","1","1"
"20100","21588","1.84","11643942361","12","3"
"20490","21589","51.51","16064513337","24","3"
"20140","21590","11.44","10255946445","1","3"
"20100","21591","2.14","11289105656","18","1"
"20100","21592","2","11544445190","18","1"
